_id,productGeneral__cusip,productProtection__downsideType,productId,productGeneral__isin,id,
"ObjectId(""605ab24c431b1810474dfb14"")",36260W124,BARRIER,"UUID(""c4ed1c4d-bf3e-4fbb-a70f-716d476a5bf1"")",,36260W124,
"ObjectId(""605ab24a431b1810474dfb11"")",06748EFA6,BARRIER,"UUID(""932bc097-e8a4-4b22-9ec0-30d7ef828fe6"")",,06748EFA6,
"ObjectId(""605ab24880562f119124bae8"")",48132V754,BARRIER,"UUID(""65751c6c-cf30-4ec2-8056-8efb2f3ef547"")",,48132V754,
"ObjectId(""605ab248431b1810474dfb0f"")",06747R709,BARRIER,"UUID(""234987b6-53fd-47eb-8082-0ec96d5991f0"")",,06747R709,
"ObjectId(""605ab24780562f119124bae6"")",61771VKV1,BARRIER,"UUID(""53c6dbfa-6380-4159-b669-86a10c19c595"")",,61771VKV1,
"ObjectId(""605ab24580562f119124bae4"")",36259Y800,BARRIER,"UUID(""0ae23b33-883d-4573-a719-5e189ab172d7"")",,36259Y800,
"ObjectId(""605ab244431b1810474dfb0c"")",06747R600,BARRIER,"UUID(""5ac1c3d5-a937-4eab-854a-bdd8a2447d73"")",,06747R600,
"ObjectId(""605ab24380562f119124bae2"")",61771U565,BARRIER,"UUID(""f5362ea6-e402-4cee-b697-f85c5cd9fcbf"")",,61771U565,
"ObjectId(""605ab24380562f119124bae0"")",48132V762,BARRIER,"UUID(""ed6715ab-4328-4d45-86b5-55d5c45af997"")",,48132V762,
"ObjectId(""605ab242431b1810474dfb0a"")",36259Y784,BARRIER,"UUID(""10e2fff7-19ad-47ee-aadc-158f40b45156"")",,36259Y784,
"ObjectId(""605ab24180562f119124bade"")",48132V770,BARRIER,"UUID(""4478f115-ff65-45a6-b5be-d53f06b1a794"")",,48132V770,
"ObjectId(""605ab241431b1810474dfb08"")",61771U573,BARRIER,"UUID(""a6aff6fa-652c-4b8d-a441-d2c97bd7964f"")",,61771U573,
"ObjectId(""605ab24080562f119124badc"")",36259Y792,BARRIER,"UUID(""3681ec0b-ccfc-4597-9ef1-695b459bd11e"")",,36259Y792,
"ObjectId(""605ab23f431b1810474dfb06"")",36259Y776,BARRIER,"UUID(""cfb6ab15-c65f-431d-83e2-bd001579d992"")",,36259Y776,
"ObjectId(""605ab23e80562f119124bada"")",48132V788,BARRIER,"UUID(""2887dab1-d02e-4e42-928d-07a696d42c3a"")",,48132V788,
"ObjectId(""605ab23e431b1810474dfb04"")",22551F681,BARRIER,"UUID(""dc6a7f16-890c-472a-a60a-280173dcbc83"")",,22551F681,
"ObjectId(""605ab23d80562f119124bad8"")",61771VKJ8,BARRIER,"UUID(""19f85605-4fcb-49fc-ac92-5f53ca6ba173"")",,61771VKJ8,
"ObjectId(""605ab23c431b1810474dfb02"")",61771VKH2,BARRIER,"UUID(""0f3ee22c-2791-4e15-b730-0a1860f31279"")",,61771VKH2,
"ObjectId(""605ab23a80562f119124bad6"")",17328YZY3,BARRIER,"UUID(""83b365d5-22dd-4fe9-b87a-a7b4ae29039e"")",,17328YZY3,
"ObjectId(""605ab23a431b1810474dfb00"")",06748EEY5,BARRIER,"UUID(""b88cb843-56d1-4ca6-8092-02353d067c93"")",,06748EEY5,
"ObjectId(""605960be80562f119124b9bf"")",90278X681,BARRIER,"UUID(""ba3ad57e-29c8-46a8-bb9a-fb4731eaa358"")",,90278X681,
"ObjectId(""605960bc80562f119124b9bd"")",,BARRIER,"UUID(""6b6c4857-80ef-48f5-94bf-4b72459dd3a7"")",XS2295610492,XS2295610492,
"ObjectId(""605960bc431b1810474df9d3"")",,BARRIER,"UUID(""74e9086a-1e9c-443a-b967-ffb3082dd3e7"")",XS2310225896,XS2310225896,
"ObjectId(""605960bb431b1810474df9d1"")",,BARRIER,"UUID(""38725934-c85b-48c1-a38b-67f1bf04b945"")",XS2238659507,XS2238659507,
"ObjectId(""605960ba80562f119124b9bb"")",90278X608,BARRIER,"UUID(""56878eae-88cd-4485-b9bc-77e064d1a17e"")",,90278X608,
"ObjectId(""605960b9431b1810474df9cf"")",40057FQF4,BARRIER,"UUID(""e6f132c7-ed76-4d95-91e5-a1c4537354fe"")",,40057FQF4,
"ObjectId(""60556c3d80562f119124b48f"")",,BARRIER,"UUID(""f4c0cd70-2da9-40ab-af44-6cc18f4414dc"")",XS2310701334,XS2310701334,
"ObjectId(""60556c3c431b1810474df5fa"")",,BARRIER,"UUID(""480931c9-54e2-4031-9308-89b2b8985d54"")",XS2238659093,XS2238659093,
"ObjectId(""60556c3b80562f119124b48d"")",,BARRIER,"UUID(""f340a351-2d09-4196-bf1d-59cc6279c46d"")",XS2238658954,XS2238658954,
"ObjectId(""60556c3a431b1810474df5f8"")",36259Y594,BARRIER,"UUID(""150a5122-ebfc-4827-ac9e-c0f8f37c8197"")",,36259Y594,
"ObjectId(""60556c3980562f119124b48b"")",,BARRIER,"UUID(""b16e8863-ecf6-4083-b0a0-a0561af79044"")",XS2295630177,XS2295630177,
"ObjectId(""60534f79d43e41449394849c"")",40438Q712,BUFFER,"UUID(""c229f927-70ce-49a5-b5ab-be51fee8b20a"")",,40438Q712,
"ObjectId(""60534f32d43e414493948406"")",40438J593,BUFFER,"UUID(""7e562f2e-5400-436e-b450-b6ecd2a0901b"")",,40438J593,
"ObjectId(""6052d0c6af9e47711a14f56e"")",,BARRIER,"UUID(""1e0482ca-90c7-4e9c-9e08-783060d4ae4b"")",XS2117738638,XS2117738638,
"ObjectId(""6052c940af9e47711a14f50a"")",36259Y636,BARRIER,"UUID(""339104ce-4713-4c5a-afc4-6d2b622c357a"")",,36259Y636,
"ObjectId(""6052c93fd43e41449394495c"")",36259Y644,BARRIER,"UUID(""0efc9f34-1f42-4cd3-bc3b-fafa320e578a"")",,36259Y644,
"ObjectId(""6052c93ed43e41449394495a"")",36259Y628,BARRIER,"UUID(""9cb34cd2-9bd3-4a88-bc39-492e7be4f358"")",,36259Y628,
"ObjectId(""6052c93dd43e414493944958"")",36259Y610,BARRIER,"UUID(""594239dd-4d76-463c-827e-3507f3411128"")",,36259Y610,
"ObjectId(""6052c93daf9e47711a14f508"")",36259Y651,BARRIER,"UUID(""d0992550-94b5-4034-a790-2ba60ca639a5"")",,36259Y651,
"ObjectId(""6052c93caf9e47711a14f506"")",17328YSZ8,BARRIER,"UUID(""e0dbca9d-2205-4db0-b752-bb771936669a"")",,17328YSZ8,
"ObjectId(""60524f9a49a78e6d7ee54628"")",06417Q486,BUFFER,"UUID(""4eaf94e2-5b56-4565-bc8a-1a4782473d0a"")",,06417Q486,
"ObjectId(""60524f9849a78e6d7ee54624"")",78014F221,BUFFER,"UUID(""504d2d86-2a88-4751-8558-45b35aeef545"")",,78014F221,
"ObjectId(""60524f9349a78e6d7ee54618"")",06747D239,BUFFER,"UUID(""a900d9e3-d151-4ad3-9da8-0af8587631d8"")",,06747D239,
"ObjectId(""60524f9149a78e6d7ee54616"")",06747D528,BUFFER,"UUID(""a0535bd8-7360-4569-b8d2-b949136798c0"")",,06747D528,
"ObjectId(""60524f8b49a78e6d7ee5460c"")",06747D858,BUFFER,"UUID(""bfc2e97e-1095-4fdc-b6a3-90adc5f0cde5"")",,06747D858,
"ObjectId(""60524f8549a78e6d7ee54606"")",09710C170,BUFFER,"UUID(""a6cd8be9-5f0f-44cb-a53a-d9c2f13fdda6"")",,09710C170,
"ObjectId(""60524f7a49a78e6d7ee545f6"")",891160376,BUFFER,"UUID(""499557a6-e184-4743-a6ef-b8d41c3c38cf"")",,891160376,
"ObjectId(""60524f6e49a78e6d7ee545e2"")",06417R864,BUFFER,"UUID(""2d4ea8c8-7621-4976-b074-d6ff1ef33e8e"")",,06417R864,
"ObjectId(""60524f6d49a78e6d7ee545e0"")",06417R807,BUFFER,"UUID(""f0f250e3-40f2-4ebf-b01f-8b2b5fec3c0e"")",,06417R807,
"ObjectId(""60524f6949a78e6d7ee545d8"")",13607G211,BUFFER,"UUID(""e6d8becd-471b-45cc-bf25-8e340267627e"")",,13607G211,
"ObjectId(""60524f5449a78e6d7ee545ba"")",13607G575,BUFFER,"UUID(""0e749b76-3bd3-45ab-a982-b43b1e0f4f54"")",,13607G575,
"ObjectId(""60524f5049a78e6d7ee545b4"")",95002W701,BUFFER,"UUID(""d99388ee-ceb8-4b9a-8453-49bb5d6dc11f"")",,95002W701,
"ObjectId(""60524f4649a78e6d7ee545a8"")",06747A375,BUFFER,"UUID(""d91f6486-3158-42e8-a662-ccfdbb33b7c0"")",,06747A375,
"ObjectId(""60524f1e49a78e6d7ee54570"")",13606M193,BUFFER,"UUID(""994bd737-b032-4050-a412-9cfc2736aa7e"")",,13606M193,
"ObjectId(""60524f1949a78e6d7ee54564"")",06417Q114,BUFFER,"UUID(""0a8d7111-15e9-4e29-af9e-7128097dfbed"")",,06417Q114,
"ObjectId(""60524f0149a78e6d7ee54536"")",097098461,BUFFER,"UUID(""ccaa0539-129c-4cb3-aae4-e5148cc76ff6"")",,097098461,
"ObjectId(""60524eee49a78e6d7ee5451e"")",40436A479,BUFFER,"UUID(""34c4dca8-f521-4106-ae49-1ca50dda5ad3"")",,40436A479,
"ObjectId(""60524eeb49a78e6d7ee5451c"")",13607B204,BUFFER,"UUID(""6c878052-262b-484d-9827-f77411b3cfbf"")",,13607B204,
"ObjectId(""60524ee049a78e6d7ee54508"")",06417Q783,BUFFER,"UUID(""117582bb-ad2b-4cbb-b9d8-ce1e94eeb779"")",,06417Q783,
"ObjectId(""60524eda49a78e6d7ee54500"")",09710C147,BUFFER,"UUID(""d8770905-7704-45e8-8943-ba6b51cd4c36"")",,09710C147,
"ObjectId(""60524e8449a78e6d7ee54458"")",13607G278,BUFFER,"UUID(""e15500b8-614f-4ddc-b41a-b0be9e336993"")",,13607G278,
"ObjectId(""60524e8149a78e6d7ee54452"")",13607G385,BUFFER,"UUID(""9c42a7af-d003-4a8e-b84f-3fd681ad54cd"")",,13607G385,
"ObjectId(""60524e7f49a78e6d7ee5444e"")",06417R740,BUFFER,"UUID(""3f9b9af7-f79a-417b-953d-b8245f8df887"")",,06417R740,
"ObjectId(""60524e7649a78e6d7ee54442"")",891160491,BUFFER,"UUID(""0d4e3aa6-b31c-45de-8f36-b3adfd7c6904"")",,891160491,
"ObjectId(""60524e6549a78e6d7ee54428"")",09710C360,BUFFER,"UUID(""82893aed-08f4-4ec6-bd65-6c6d45e23d6c"")",,09710C360,
"ObjectId(""60524e6249a78e6d7ee5441e"")",95002W768,BUFFER,"UUID(""a2699f1e-7e0c-424e-a514-42dfd4d5b726"")",,95002W768,
"ObjectId(""60524e5f49a78e6d7ee54418"")",09710C238,BUFFER,"UUID(""37ae9002-ca0a-4dd5-95fc-ca0129df76db"")",,09710C238,
"ObjectId(""60524e5149a78e6d7ee543fc"")",06417P413,BUFFER,"UUID(""41e7b1f4-db73-403f-a373-35049e6b9e53"")",,06417P413,
"ObjectId(""60524e4a49a78e6d7ee543ee"")",06417Q726,BUFFER,"UUID(""eca93242-ebfa-411a-87bf-3b1da3695bd2"")",,06417Q726,
"ObjectId(""60524e4149a78e6d7ee543e2"")",06417Q858,BUFFER,"UUID(""39ce8b22-7a13-4e93-9311-1f15e0dc2923"")",,06417Q858,
"ObjectId(""60524e2b49a78e6d7ee543c2"")",097098610,BUFFER,"UUID(""8e507c96-b5c7-4d3c-96c5-cd253f20261a"")",,097098610,
"ObjectId(""60524e2949a78e6d7ee543be"")",06747E344,BUFFER,"UUID(""0c0cda2e-85a7-4065-a553-b5bd4d515a0f"")",,06747E344,
"ObjectId(""60524e1e49a78e6d7ee543a6"")",06747E757,BUFFER,"UUID(""86c7904a-3695-4343-8b89-e837f60be854"")",,06747E757,
"ObjectId(""60524e1249a78e6d7ee54390"")",13607G476,BUFFER,"UUID(""364b8d66-b4ed-4ece-a7ff-19a732a2c1e9"")",,13607G476,
"ObjectId(""60524de649a78e6d7ee5434a"")",06417P488,BUFFER,"UUID(""554227ad-343a-4b61-ade2-ae40a36c8853"")",,06417P488,
"ObjectId(""605177cbfb50227b0ab44c3d"")",22552XGD9,BARRIER,"UUID(""c08adf77-87a8-47b9-b695-ec1b164c7890"")",,22552XGD9,
"ObjectId(""605177ca49a78e6d7ee53282"")",22551F673,BARRIER,"UUID(""e1e83bd5-1674-49db-bd68-1c8761dde0fe"")",,22551F673,
"ObjectId(""605177c9fb50227b0ab44c3b"")",61771U524,BARRIER,"UUID(""4926f70d-68e7-4e5a-921e-995880c6728d"")",,61771U524,
"ObjectId(""605177c949a78e6d7ee53280"")",06744A162,BARRIER,"UUID(""db63652c-2290-4beb-859b-92cb5bf4644d"")",,06744A162,
"ObjectId(""605177c849a78e6d7ee5327e"")",06744A147,BARRIER,"UUID(""2e2bf7ca-b7bc-4cd2-928d-13753de3dfdb"")",,06744A147,
"ObjectId(""605177c7fb50227b0ab44c39"")",90278X616,BARRIER,"UUID(""766eba54-09cc-41ff-a0f9-be7100d5ae1e"")",,90278X616,
"ObjectId(""605177c6fb50227b0ab44c37"")",61771U458,BARRIER,"UUID(""79fa45c4-3c5d-433a-9ffb-37b1e87d267d"")",,61771U458,
"ObjectId(""605177c649a78e6d7ee5327c"")",48132V705,BARRIER,"UUID(""ae51d908-a207-477c-9a11-1aa0afc55dff"")",,48132V705,
"ObjectId(""605177c549a78e6d7ee5327a"")",06744A154,BARRIER,"UUID(""4cef7805-ccee-4bed-8c14-07a45eb08914"")",,06744A154,
"ObjectId(""605177c4fb50227b0ab44c35"")",61771U466,BARRIER,"UUID(""ed45fb63-e5f1-402d-9d09-7f3ff3512083"")",,61771U466,
"ObjectId(""605177c3fb50227b0ab44c33"")",48132V408,BARRIER,"UUID(""1ac40c25-53f1-44e0-98e4-781307e3ceba"")",,48132V408,
"ObjectId(""605177c349a78e6d7ee53278"")",48132V606,BARRIER,"UUID(""7dcb0a05-dcde-4595-aac3-a9b43463d4fc"")",,48132V606,
"ObjectId(""605177c249a78e6d7ee53276"")",61771VHD5,BARRIER,"UUID(""7ea6d703-1af1-420a-84ef-bd9a0e95df18"")",,61771VHD5,
"ObjectId(""605177c1fb50227b0ab44c31"")",06748EDW0,BARRIER,"UUID(""316d6204-b02f-4fd9-8679-18e648e57512"")",,06748EDW0,
"ObjectId(""605177c049a78e6d7ee53274"")",22551F632,BARRIER,"UUID(""b1b2770b-529a-49c9-831b-13bce3273257"")",,22551F632,
"ObjectId(""605177bffb50227b0ab44c2f"")",06744A212,BARRIER,"UUID(""4b3cd408-f265-4108-a5db-8bad2a01b462"")",,06744A212,
"ObjectId(""6050263efb50227b0ab44af0"")",,BARRIER,"UUID(""3e023374-96bd-44ed-aa12-4720abf06e06"")",XS2301315383,XS2301315383,
"ObjectId(""6050263d49a78e6d7ee5314e"")",,BARRIER,"UUID(""a9f0287e-39e8-4b4a-9770-29b69f2528a3"")",XS2309576572,XS2309576572,
"ObjectId(""6050263cfb50227b0ab44aee"")",36259Y461,BARRIER,"UUID(""1bbe3b4e-2e17-4f4a-a5dc-db3d405b7b3a"")",,36259Y461,
"ObjectId(""6050263b49a78e6d7ee5314c"")",,BARRIER,"UUID(""431d55c3-c51b-49b0-9454-61093de85268"")",XS2295427020,XS2295427020,
"ObjectId(""6050263afb50227b0ab44aec"")",,BARRIER,"UUID(""f2d473c1-f1b9-4390-8d0b-dc9d92d5d3c7"")",XS2295426642,XS2295426642,
"ObjectId(""6050263949a78e6d7ee5314a"")",,BARRIER,"UUID(""da9c15f2-a2d5-4f3a-892b-b189f6e78e3c"")",XS2295426568,XS2295426568,
"ObjectId(""604aee4afb50227b0ab44667"")",,BARRIER,"UUID(""f27fedb0-62a1-48d2-81eb-ba13a961fb86"")",XS2295426725,XS2295426725,
"ObjectId(""60499ccabfed880df9f6664a"")",48132V804,BARRIER,"UUID(""d2b3ff1d-8027-4de5-a178-dcc65190b148"")",,48132V804,
"ObjectId(""60499cc9482fea78c2a4d3b5"")",,BARRIER,"UUID(""de0ae8d0-9486-49ec-97e5-a9b47e2a72b5"")",XS2295427293,XS2295427293,
"ObjectId(""60484b5abfed880df9f664db"")",36259Y602,BARRIER,"UUID(""a43c8693-acb2-4ec2-bbc6-23924d344179"")",,36259Y602,
"ObjectId(""60484b59bfed880df9f664d9"")",36259Y552,BARRIER,"UUID(""fae3a971-2981-4b1e-97a2-91c31ae110f4"")",,36259Y552,
"ObjectId(""60484b58482fea78c2a4cc43"")",36259Y495,BARRIER,"UUID(""91579642-4ceb-4900-87ec-15f613aac2d0"")",,36259Y495,
"ObjectId(""60484b58482fea78c2a4cc41"")",61771U375,BARRIER,"UUID(""182905d7-dac9-4317-8d58-c5be3648e3ea"")",,61771U375,
"ObjectId(""60484b57bfed880df9f664d7"")",90278X558,BARRIER,"UUID(""94b70296-33ca-4498-ab37-89c31ceae34f"")",,90278X558,
"ObjectId(""60484b56482fea78c2a4cc3f"")",06744A311,BARRIER,"UUID(""41f15030-65fb-4c69-89df-87001deb043a"")",,06744A311,
"ObjectId(""60484b55bfed880df9f664d5"")",36259Y453,BARRIER,"UUID(""69a7350b-588d-4ef8-984c-9afce525b0e0"")",,36259Y453,
"ObjectId(""60484b54bfed880df9f664d3"")",36259Y479,BARRIER,"UUID(""36ddb018-df20-4e11-82b4-a836e5751733"")",,36259Y479,
"ObjectId(""60484b54482fea78c2a4cc3d"")",36259Y487,BARRIER,"UUID(""c16d34bc-3f38-4c83-8a54-59b7093e7041"")",,36259Y487,
"ObjectId(""60484b53482fea78c2a4cc3b"")",90278X541,BARRIER,"UUID(""cd60b6af-99ce-4cba-8d62-a648f63bc1b0"")",,90278X541,
"ObjectId(""60484b52bfed880df9f664d1"")",48132V101,BARRIER,"UUID(""69cf8acb-7d00-4955-802d-cd5f35f53940"")",,48132V101,
"ObjectId(""60484b51bfed880df9f664cf"")",48132Q110,BARRIER,"UUID(""a61b208b-1715-433c-8bf3-9ad159bf30ce"")",,48132Q110,
"ObjectId(""60484b51482fea78c2a4cc39"")",61771U367,BARRIER,"UUID(""97a2c207-9637-4afd-861e-6de28526ed3d"")",,61771U367,
"ObjectId(""60484b50bfed880df9f664cd"")",61771VEL0,BARRIER,"UUID(""454ad48c-098f-4e80-abee-970baac0d3f2"")",,61771VEL0,
"ObjectId(""60484b4f482fea78c2a4cc37"")",61771U342,BARRIER,"UUID(""2b90078d-4bbd-4d10-9dab-691c997e73a4"")",,61771U342,
"ObjectId(""60484b4dbfed880df9f664cb"")",40057FMB7,BARRIER,"UUID(""42384596-545d-4a28-80ad-589124886b6e"")",,40057FMB7,
"ObjectId(""60484b4c482fea78c2a4cc35"")",61771VDQ0,BARRIER,"UUID(""5e831196-8138-4577-aacc-54bb7236a553"")",,61771VDQ0,
"ObjectId(""60484b4bbfed880df9f664c9"")",06748EAS2,BARRIER,"UUID(""dea88542-695a-406f-948c-5927d0dd03ff"")",,06748EAS2,
"ObjectId(""60484b49482fea78c2a4cc33"")",90278X533,BARRIER,"UUID(""9eba3a49-37a1-425d-918a-68e27ffca059"")",,90278X533,
"ObjectId(""6046f9cd482fea78c2a4cb1e"")",61771VGT1,BARRIER,"UUID(""cca35ab4-87bc-4094-b159-aba723527cec"")",,61771VGT1,
"ObjectId(""6046f9cb482fea78c2a4cb1c"")",61771VGS3,BARRIER,"UUID(""2a236722-5c74-4bb7-8612-08d0040b5b43"")",,61771VGS3,
"ObjectId(""6046f9cabfed880df9f663b1"")",61771VGC8,BARRIER,"UUID(""2616fa8a-7c8b-431f-a200-605fce7667cc"")",,61771VGC8,
"ObjectId(""60446165bfed880df9f661eb"")",06748ECF8,BARRIER,"UUID(""31e286da-09a0-4665-af4e-26ce6e2710e4"")",,06748ECF8,
"ObjectId(""60446164482fea78c2a4c922"")",22552XEV1,BARRIER,"UUID(""277da1f4-bc86-491c-82f4-e50570747d2c"")",,22552XEV1,
"ObjectId(""60446162bfed880df9f661e9"")",22552XEB5,BARRIER,"UUID(""6601b208-5c66-4597-aecf-a90fcf79f89b"")",,22552XEB5,
"ObjectId(""60446161bfed880df9f661e7"")",61771VDN7,BARRIER,"UUID(""b45c11fc-1d23-468b-ba36-173d9e9a64fe"")",,61771VDN7,
"ObjectId(""6044615fbfed880df9f661e5"")",61771VCE8,BARRIER,"UUID(""af97f8d4-26f9-452c-aa80-07354c102441"")",,61771VCE8,
"ObjectId(""6044615dbfed880df9f661e3"")",90278X483,BARRIER,"UUID(""c5faf838-730b-4460-93f9-9e08cb44847c"")",,90278X483,
"ObjectId(""6044615c482fea78c2a4c91e"")",,BARRIER,"UUID(""4c51da3b-d1ad-4e53-a43b-0648bb531ab1"")",XS2238370857,XS2238370857,
"ObjectId(""6044615b482fea78c2a4c91c"")",,BARRIER,"UUID(""2946d3f7-4cef-48ff-b6af-0714a1a8f747"")",XS2303952258,XS2303952258,
"ObjectId(""6044615abfed880df9f661e1"")",,BARRIER,"UUID(""82447251-f5ae-47e0-9193-03379b05ad27"")",XS2238086545,XS2238086545,
"ObjectId(""60446159bfed880df9f661df"")",36259Y313,BARRIER,"UUID(""1ea3274e-5659-4051-8ed1-6283c537eafd"")",,36259Y313,
"ObjectId(""60446159482fea78c2a4c91a"")",36259Y289,BARRIER,"UUID(""c5f0bce4-9b70-47ca-88de-1427c9bc60a4"")",,36259Y289,
"ObjectId(""60446158bfed880df9f661dd"")",36259Y271,BARRIER,"UUID(""b2084002-8921-4256-b14d-11be53f6be1d"")",,36259Y271,
"ObjectId(""60446157482fea78c2a4c918"")",06744A386,BARRIER,"UUID(""e51e4748-3e06-4c9d-a8ce-6708b6d30b89"")",,06744A386,
"ObjectId(""60446156bfed880df9f661db"")",22551F574,BARRIER,"UUID(""52f66620-834e-4ce7-97fa-5b2a83fd3cf0"")",,22551F574,
"ObjectId(""60446156482fea78c2a4c916"")",48132Q193,BARRIER,"UUID(""5e50eaea-69ce-4d87-9f0e-fc1443bff21d"")",,48132Q193,
"ObjectId(""60446155bfed880df9f661d9"")",06744A428,BARRIER,"UUID(""e5ff5e86-4607-41dc-8f01-5732167e4fc7"")",,06744A428,
"ObjectId(""60446154482fea78c2a4c914"")",90278X426,BARRIER,"UUID(""690465be-2ef8-4f1c-9dd6-08e1631f2e86"")",,90278X426,
"ObjectId(""60446153482fea78c2a4c912"")",06748E7E7,BARRIER,"UUID(""cd5f9960-8469-4154-a903-76c191ffa5e2"")",,06748E7E7,
"ObjectId(""60446152bfed880df9f661d7"")",,BARRIER,"UUID(""c6a22cc1-c4c8-4b96-b004-29f496f74788"")",XS2238369412,XS2238369412,
"ObjectId(""60446151bfed880df9f661d5"")",06748E6H1,BARRIER,"UUID(""1a725bd8-d004-4e1e-9a2e-45f7f1b77432"")",,06748E6H1,
"ObjectId(""6044614f482fea78c2a4c910"")",,BARRIER,"UUID(""b8b7853b-dcf3-4145-b2b1-56fceb7c0d7b"")",XS2237802538,XS2237802538,
"ObjectId(""6044614ebfed880df9f661d3"")",,BARRIER,"UUID(""6c81ed9f-45f2-427f-85c6-fa13723c913c"")",XS2238367390,XS2238367390,
"ObjectId(""6044614e482fea78c2a4c90e"")",06744A527,BARRIER,"UUID(""c50243e2-87d7-431b-be65-9f9d337c43e4"")",,06744A527,
"ObjectId(""6044614d482fea78c2a4c90c"")",06744A519,BARRIER,"UUID(""1fb02100-13ca-4f88-a2da-6b9537148f9d"")",,06744A519,
"ObjectId(""6044614cbfed880df9f661d1"")",17328YRN6,BARRIER,"UUID(""181b286f-fa9b-40c9-b3c3-14cacce24413"")",,17328YRN6,
"ObjectId(""60446145482fea78c2a4c906"")",06744A568,BARRIER,"UUID(""03bb23d9-6dc4-4c7e-9c97-c9620ea4bdb7"")",,06744A568,
"ObjectId(""60446142bfed880df9f661ca"")",,BARRIER,"UUID(""92556ed5-c34e-423c-826e-c90dc733429a"")",XS2294460378,XS2294460378,
"ObjectId(""60446142bfed880df9f661c8"")",,BARRIER,"UUID(""bf437f0e-5fa7-4892-aa15-ed15127ff2e2"")",XS2294460022,XS2294460022,
"ObjectId(""60446141482fea78c2a4c903"")",36259U774,BARRIER,"UUID(""dce0295f-cf08-4b62-82cd-b3c4e8b83add"")",,36259U774,
"ObjectId(""60446140bfed880df9f661c6"")",61771U128,BARRIER,"UUID(""2673c3f8-c330-446e-8ea3-f78ff6a36785"")",,61771U128,
"ObjectId(""60446140482fea78c2a4c901"")",36259U766,BARRIER,"UUID(""5ee8d42b-ebb5-4d92-9f11-03213f02f476"")",,36259U766,
"ObjectId(""6044613f482fea78c2a4c8ff"")",61771U144,BARRIER,"UUID(""8a5c88e8-82db-444b-9a33-96f1dbf19f09"")",,61771U144,
"ObjectId(""6044613ebfed880df9f661c4"")",48132Q466,BARRIER,"UUID(""32a1e0cf-044a-4ca4-aaa8-0731ae41f1c9"")",,48132Q466,
"ObjectId(""6044613dbfed880df9f661c2"")",36259U741,BARRIER,"UUID(""f9f9b8cd-1862-4ea3-9bdd-26566a5a61c5"")",,36259U741,
"ObjectId(""6044613c482fea78c2a4c8fd"")",17328YTN4,BARRIER,"UUID(""94981e45-256f-48ac-82de-91458b0d8448"")",,17328YTN4,
"ObjectId(""6044613b482fea78c2a4c8fb"")",48132Q482,BARRIER,"UUID(""6284abb8-36ed-4d07-95ca-622fa99447b9"")",,48132Q482,
"ObjectId(""6044613a482fea78c2a4c8f9"")",17328YWL4,BARRIER,"UUID(""cc083e12-dec6-4629-851d-4b6dfa759585"")",,17328YWL4,
"ObjectId(""60446138bfed880df9f661be"")",48132Q532,BARRIER,"UUID(""c4a73121-148d-4b3e-a837-60996f43393e"")",,48132Q532,
"ObjectId(""60446137482fea78c2a4c8f7"")",61771J834,BARRIER,"UUID(""0da95549-3298-47ce-8057-04c051cb1bba"")",,61771J834,
"ObjectId(""60446136482fea78c2a4c8f5"")",06744A675,BARRIER,"UUID(""8a8fb27b-d655-4620-9188-25b99cc30f63"")",,06744A675,
"ObjectId(""60446135bfed880df9f661bc"")",,BARRIER,"UUID(""1f41598a-514a-4424-9553-92ae40135ab7"")",XS2236839671,XS2236839671,
"ObjectId(""60446135bfed880df9f661ba"")",61771EW87,BARRIER,"UUID(""c6b6a427-d270-40b3-a824-048ad2eaa394"")",,61771EW87,
"ObjectId(""60446133482fea78c2a4c8f3"")",06748E2Q5,BARRIER,"UUID(""83d91cdd-935c-4a6d-9355-14db259ea3e6"")",,06748E2Q5,
"ObjectId(""60446132bfed880df9f661b8"")",17328YMU5,BARRIER,"UUID(""6c2eb9ba-c461-41e7-afe2-d49c233810f0"")",,17328YMU5,
"ObjectId(""60446131482fea78c2a4c8f1"")",17328YKS2,BARRIER,"UUID(""b2ae25e8-2655-40a7-90e9-5e3ba12577b3"")",,17328YKS2,
"ObjectId(""60446130482fea78c2a4c8ef"")",17328YKZ6,BARRIER,"UUID(""4a6ba843-67a9-48fe-8064-254793cda9a0"")",,17328YKZ6,
"ObjectId(""6044612ebfed880df9f661b6"")",06744A717,BARRIER,"UUID(""f1d048a9-cf4e-45cf-aa3a-c271a09fcab8"")",,06744A717,
"ObjectId(""6044612e482fea78c2a4c8ed"")",06747QZM2,BARRIER,"UUID(""1abfe27c-1138-4d4f-a7a3-ddfb0ab79673"")",,06747QZM2,
"ObjectId(""60446129bfed880df9f661b2"")",22551F467,BARRIER,"UUID(""593351b8-7b2a-4003-b7fd-c9f362a9093e"")",,22551F467,
"ObjectId(""60446127482fea78c2a4c8e9"")",40057FD27,BARRIER,"UUID(""f13046bf-1b11-4bc3-a118-2138f88e533e"")",,40057FD27,
"ObjectId(""60446126bfed880df9f661af"")",36259U618,BARRIER,"UUID(""dfb05f9e-5fb3-4a04-a951-467f9e34e638"")",,36259U618,
"ObjectId(""60446124482fea78c2a4c8e6"")",,BARRIER,"UUID(""5e9f8662-f9fa-4ef8-86d1-dedcff5a7535"")",XS2238354810,XS2238354810,
