Production Year #,Production Month #,Symbol,ML Sec #,CUSIP,Trader
2017,9,MLUDB,67FD0,06746M859,Tanner Di Lello
2017,9,MLUCY,67AP6,06746L216,Tanner Di Lello
2017,9,MLUCU,67D54,06746L265,Tanner Di Lello
2017,9,MLUCV,67FA3,06746L190,Tanner Di Lello
2017,10,MLUDW,67H32,64161821,Tanner Di Lello
2017,10,MLUDV,67A27,64161854,Tanner Di Lello
2017,10,MLUEC,49M16,97096853,Tanner Di Lello
2017,10,MLUDS,67FG1,64161888,Tanner Di Lello
2017,10,MLUDR,67FG0,64161805,Tanner Di Lello
2017,11,MLUEL,67FJ0,06746M131,Tanner Di Lello
2017,11,MLUEN,67J22,40435H277,Tanner Di Lello
2017,12,MLUEX,68DQ0,06746N493,Tanner Di Lello
2017,12,MLUEZ,67J42,06746N485,Tanner Di Lello
2017,12,MLUFH,6.8E+74,64161722,Tanner Di Lello
2018,1,MLUFN,67J69,06746P787,Tanner Di Lello
2018,2,MLUGQ,68FB4,40435J174,Tanner Di Lello
2018,2,MLUGR,67KA1,40435J240,Tanner Di Lello
2018,4,MLUID,68FI3,064161458,Tanner Di Lello
2018,4,MLUIG,67KE1,064161482,Tanner Di Lello
2018,4,MLUHR,49OU3,064161391,Tanner Di Lello
2018,4,MLOSK,67KF5,40435M599,Tanner Di Lello
2018,5,MLUHX,67DW1,06746R239,Tanner Di Lello
2018,5,MLUHW,67CS0,06746R544,Tanner Di Lello
2018,5,MLUIU,49CF1,06746R494,Tanner Di Lello
2018,5,MLUIR,67G37,06746R262,Tanner Di Lello
2018,5,MLUIQ,67GL1,06746R452,Tanner Di Lello
2018,6,MLUJK,67HN9,06746T888,Tanner Di Lello
2018,6,MLUJJ,67HK7,40435M177,Tanner Di Lello
2018,6,MLUJG,68DP5,06746T714,Tanner Di Lello
2018,6,MLUJF,67FA0,40435M193,Tanner Di Lello
2018,7,MLUJT,49F39,64161243,Tanner Di Lello
2018,7,MLUJV,68DQ6,97097711,Tanner Di Lello
2018,7,MLUJW,68DQ7,97097695,Tanner Di Lello
2018,7,MLUJX,67G09,97097687,Tanner Di Lello
2018,7,MLUJY,67G63,64161185,Tanner Di Lello
2018,7,MLMGA,67IB2,64161110,Tanner Di Lello
2018,8,MLUKS,67IG0,06417P306,Tanner Di Lello
2018,8,MLUKN,68DY4,06417P207,Tanner Di Lello
2018,8,MLUKL,68DY6,06746U836,Tanner Di Lello
2018,8,MLUKK,68DW2,06746T367,Tanner Di Lello
2018,8,MLUKQ,67IG1,22548Y520,Tanner Di Lello
2018,8,MLUKP,67H69,22548Y546,Tanner Di Lello
2018,8,MLKGP,39G89,97097778,Tanner Di Lello
2018,8,MLUKR,67H85,64161136,Tanner Di Lello
2018,8,MLUKM,59Y34,40435X694,Tanner Di Lello
2018,9,MLULN,49OC7,22548Y496,Tanner Di Lello
2018,9,MLULI,68D09,40435X397,Tanner Di Lello
2018,9,MLULJ,67IH7,40435X413,Tanner Di Lello
2018,9,MLULK,67IQ5,40435X322,Tanner Di Lello
2018,9,MLULH,68DZ1,22548Y512,Tanner Di Lello
2018,10,MLULU,67IU4,06417P884,Tanner Di Lello
2018,10,MLULT,68D18,06417P785,Tanner Di Lello
2018,10,MLKGR,30QD4,05586J109,Tanner Di Lello
2018,10,MLULS,68D13,06417P876,Tanner Di Lello
2018,10,MLULV,39HA2,97097869,Tanner Di Lello
2018,3,MLUHF,67KD7,64161532,Tanner Di Lello
2018,3,MLUHE,67KC9,64161557,Tanner Di Lello
2018,3,MLUHB,68FH9,64161524,Tanner Di Lello
2018,3,MLUHA,67HM5,64161599,Tanner Di Lello
2018,11,MLUMF,68D47,40436A792,Tanner Di Lello
2018,11,MLUMJ,68D46,40436A818,Tanner Di Lello
2018,11,MLUME,67KG9,40436A859,Tanner Di Lello
2018,11,MLUMK,67KH0,06417P728,Tanner Di Lello
2018,11,MLOSU,67KI3,06746V768,Tanner Di Lello
2018,12,MLUNC,67KK0,06417P645,Tanner Di Lello
2018,12,MLUNA,68D60,97098198,Tanner Di Lello
2018,12,MLUNB,67KK1,06417P637,Tanner Di Lello
2018,12,MLUMZ,68D56,13606M268,Tanner Di Lello
2018,12,MLOSV,67KK9,40436A610,Tanner Di Lello
2019,1,MLUNP,68D74,13606M235,Tanner Di Lello
2019,1,MLUNR,67KL5,22548Y256,Tanner Di Lello
2019,1,MLUNS,67KL9,97098230,Tanner Di Lello
2019,1,MLUNQ,68D78,40436A578,Tanner Di Lello
2019,2,MLUOG,68D95,97098321,Tanner Di Lello
2019,2,MLUOI,67KN8,97098396,Tanner Di Lello
2019,2,MLUOH,67KN7,40436A396,Tanner Di Lello
2019,2,MLUOF,68D98,40436A420,Tanner Di Lello
2019,2,MLUOL,49IA0,40436A362,Tanner Di Lello
2019,2,MLOSZ,67KO1,40436A354,Tanner Di Lello
2019,3,MLUOX,67KQ4,06417P462,Tanner Di Lello
2019,3,MLUOW,67KP0,06417P512,Tanner Di Lello
2019,3,MLUOV,68FM5,40436A131,Tanner Di Lello
2019,3,MLUOU,68FL3,40436A230,Tanner Di Lello
2019,3,MLUOP,67KO3,40436A255,Tanner Di Lello
2019,3,MLUOO,68FM1,40436A214,Tanner Di Lello
2019,3,MLVPI,30QW2,97098537,Tanner Di Lello
2019,4,MLUPI,68FM7,13607G203,Tanner Di Lello
2019,4,MLUPF,68FN0,97098552,Tanner Di Lello
2019,4,MLUPE,67KR3,06417P389,Tanner Di Lello
2019,4,MLUPC,67KR0,06417P439,Tanner Di Lello
2019,4,MLUPA,49P48,13607G708,Tanner Di Lello
2019,5,MLUPP,67KR9,40436B881,Tanner Di Lello
2019,5,MLUPX,67GS8,40436B717,Tanner Di Lello
2019,5,MLUPU,68FN9,06417P314,Tanner Di Lello
2019,5,MLUPO,30PY7,06417P298,Tanner Di Lello
2019,5,MLUPY,67H48,40436B659,Tanner Di Lello
2019,5,MLUPQ,67AA9,40436B8164,Tanner Di Lello
2019,5,MLUPT,68FN6,40436B873,Tanner Di Lello
2019,6,MLOTC,67KU1,06747B290,Tanner Di Lello
2019,6,MLUQK,67CQ0,97098677,Tanner Di Lello
2019,6,MLUQH,661V5,97098669,Tanner Di Lello
2019,6,MLUQG,49C79,40436B618,Tanner Di Lello
2019,6,MLUQE,67KU4,06417P181,Tanner Di Lello
2019,6,MLUQD,67KT9,06417P223,Tanner Di Lello
2019,6,MLUQB,67KU5,13607G732,Tanner Di Lello
2019,6,MLUQA,67KT5,13607G757,Tanner Di Lello
2019,7,MLUQZ,67DQ0,06417P157,Tanner Di Lello
2019,7,MLURD,67DX3,97098826,Tanner Di Lello
2019,7,MLUQW,67KW8,06417P116,Tanner Di Lello
2019,7,"MLURB	",67KV5,06747B142,Tanner Di Lello
2019,7,MLUQV,67KX3,13607G641,Tanner Di Lello
2019,7,MLURA,67KV7,13607G690,Tanner Di Lello
2019,7,MLVSB,67KW1,97098776,Tanner Di Lello
2019,8,MLOTE,67KZ4,06747C447,Tanner Di Lello
2019,8,MLURO,68DL2,13607G583,Tanner Di Lello
2019,8,MLVTC,67KY6,40436B345,Tanner Di Lello
2019,8,MLURK,67KX8,06747C744,Tanner Di Lello
2019,8,MLURJ,67KX4,06417Q700,Tanner Di Lello
2019,8,MLURG,67KX5,40436B386,Tanner Di Lello
2019,8,MLURP,67KZ0,40436B212,Tanner Di Lello
2019,8,MLURH,68DK3,13607G625,Tanner Di Lello
2019,8,MLVTK,30Q30,95002W867,Tanner Di Lello
2019,8,MLURI,31H70,06417Q882,Tanner Di Lello
2019,9,MLUSJ,67K06,09710C154,Tanner Di Lello
2019,9,MLUSI,67K01,06747C314,Tanner Di Lello
2019,9,MLVUY,67K05,06747C280,Tanner Di Lello
2019,9,MLGRZ,39HL3,09710C220,Tanner Di Lello
2019,9,MLURY,68DS6,40436B162,Tanner Di Lello
2019,9,MLURW,68DR4,06417Q841,Tanner Di Lello
2019,10,MLMSG,39HM3,06747D858,Tanner Di Lello
2019,10,MLUTA,67K31,06417Q668,Tanner Di Lello
2019,10,MLUSM,67K22,06417Q767,Tanner Di Lello
2019,10,MLUTE,67KG1,13607G443,Tanner Di Lello
2019,10,MLUSN,67K18,13607G534,Tanner Di Lello
2019,10,MLUSP,68DW3,09710C253,Tanner Di Lello
2019,10,MLVVP,67K19,78014F361,Tanner Di Lello
2019,10,MLOTH,67K28,06747D841,Tanner Di Lello
2019,10,MLUTF,31I42,06417Q650,Tanner Di Lello
2019,10,MLUSW,68D27,09710C246,Tanner Di Lello
2019,11,MLVWL,67K40,06747D569,Tanner Di Lello
2019,11,MLUTM,67K54,06747D213,Tanner Di Lello
2019,11,MLUTL,67K42,06747D551,Tanner Di Lello
2019,11,MLUTW,49PF9,40438B699,Tanner Di Lello
2019,11,MLOTL,67K51,06747D387,Tanner Di Lello
2019,11,MLUTJ,67K44,09710C329,Tanner Di Lello
2019,11,MLUTK,67K57,09710C345,Tanner Di Lello
2019,11,MLUTS,68EB4,40438B715,Tanner Di Lello
2019,11,MLUTU,67K47,06747D478,Tanner Di Lello
2019,11,MLUTX,30Q50,06747D262,Tanner Di Lello
2019,11,MLUTT,68D82,06747D593,Tanner Di Lello
2019,12,MLUUA,67K69,40438B467,Tanner Di Lello
2019,12,MLUUH,67K64,06417Q635,Tanner Di Lello
2019,12,MLUUE,49PO2,40438B483,Tanner Di Lello
2019,12,MLUUM,30Q53,06747E773,Tanner Di Lello
2019,12,MLOTN,67K75,06747E575,Tanner Di Lello
2019,12,MLUUB,68EQ3,40438B475,Tanner Di Lello
2019,12,MLVXG,30Q61,06417Q577,Tanner Di Lello
2019,12,MLUUJ,68EQ2,06417Q619,Tanner Di Lello
2019,12,MLUUO,30Q56,40438B350,Tanner Di Lello
2020,1,MLUVE,68ET3,06747F820,Tanner Di Lello
2020,1,MLVXT,39HR4,06747E328,Tanner Di Lello
2020,1,MLVXZ,30Q89,09710C410,Tanner Di Lello
2020,1,MLUUR,67K86,06417Q551,Tanner Di Lello
2020,1,MLUVF,67LA0,06747E112,Tanner Di Lello
2020,1,MLVXR,67K91,78014F239,Tanner Di Lello
2020,1,MLVYA,8Y022,06747E260,Tanner Di Lello
2020,1,MLVXV,67K89,13607G385,Tanner Di Lello
2020,1,MLUVD,68ET4,06417Q494,Tanner Di Lello
2020,1,MLVXX,39HR1,06747E344,Tanner Di Lello
2020,2,MLUVS,67LB4,06417Q445,Tanner Di Lello
2020,2,MLUVM,67LB7,40438G102,Tanner Di Lello
2020,2,MLUVP,49P72,06417Q411,Tanner Di Lello
2020,2,MLUVR,68FP8,40438J106,Tanner Di Lello
2020,2,MLVYD,30Q92,13607G336,Tanner Di Lello
2020,2,MLUVL,68FP5,06417Q478,Tanner Di Lello
2020,2,MLUVU,8Y1Q7,40438G706,Tanner Di Lello
2020,3,MLJCT,67LD3,13607G161,Tanner Di Lello
2020,3,MLUVZ,67LD5,06747G810,Tanner Di Lello
2020,3,MLUVY,67LD0,13607G179,Tanner Di Lello
2020,3,MLJCU,67LD8,13607G153,Tanner Di Lello
2020,3,MLUWD,68FQ3,06417Q130,Tanner Di Lello
2020,3,MLUWC,68FQ4,06747G877,Tanner Di Lello
2020,3,MLJCV,67KQ3,06747G620,Tanner Di Lello
2020,3,MLOTU,67LD4,06747G828,Tanner Di Lello
2020,3,MLUWF,49P82,40438J205,Tanner Di Lello
2020,4,MLUWM,67LF3,06417R872,Tanner Di Lello
2020,4,MLJCX,67LE3,09710C451,Tanner Di Lello
2020,4,MLUWQ,68FQ7,06417R609,Tanner Di Lello
2020,4,MLUWK,49P93,13607H409,Tanner Di Lello
2020,4,MLUWP,68FQ9,13607H508,Tanner Di Lello
2020,4,MLVZY,67LF7,13607H870,Tanner Di Lello
2020,4,MLVZK,67LE7,13607G120,Tanner Di Lello
2020,4,MLUWN,67LE6,13607G138,Tanner Di Lello
2020,5,MLUWW,68FR2,06417R765,Tanner Di Lello
2020,5,MLUWV,68FR4,06417R682,Tanner Di Lello
2020,5,MLWAT,39HU1,13607H854,Tanner Di Lello
2020,5,MLOUA,67LH1,06417R641,Tanner Di Lello
2020,5,MLWAX,28IH5,06747H727,Tanner Di Lello
2020,5,MLUWT,67LG7,06417R690,Tanner Di Lello
2020,5,MLUWS,67LG3,06417R732,Tanner Di Lello
2020,5,MLUWY,49JJ3,06747H743,Tanner Di Lello
2020,5,MLWAE,67LF9,09710C469,Tanner Di Lello
2020,5,MLWAK,67LH8,06747H750,Tanner Di Lello
2020,4,MLAGC,67LF8,06417R815,Tanner Di Lello
2014,12,MLCDY,00BT8,38148J101,Thomas Eshaghi
2015,1,MLCHH,00CI9 ,38148J309,Thomas Eshaghi
2015,5,MLCHM,30RN4,38148J408,Thomas Eshaghi
2015,10,MLCHR,67IZ7,40434A851,Thomas Eshaghi
2015,11,MLCHS,67I29,40434A844,Thomas Eshaghi
2017,1,MLOPZ,67JS4,25156D175,Thomas Eshaghi
2017,6,MLTKN,67HX8,64160229,Thomas Eshaghi
2018,5,MLUIV,08ZQ1,06746R338,Thomas Eshaghi
2018,7,MLVIC,67HY2,64161250,Thomas Eshaghi
2018,9,MLVJK,67IO3,40435X389,Thomas Eshaghi
2018,10,MLVJX,67IV1,867914822,Thomas Eshaghi
2018,11,MLVKV,67KH2,867914814,Thomas Eshaghi
2018,12,MLVML,67KJ3,94988U318,Thomas Eshaghi
2019,11,MLUTV,67K50,22550J858,Thomas Eshaghi
2019,12,MLUUN,70AA9,06417Q585,Thomas Eshaghi
2020,1,MLUUX,67K90,78014F254,Thomas Eshaghi
2019,7,MLURF,31HZ3,06417Q205,Yin Liu
2019,8,MLVTO,73KH5,06747C355,Yin Liu
